form,margin,weight,trajectory,pos_p95_mm,pos_max_mm,clear_min_mm,viol_frac,dev_rms_mm,dev_max_mm,solve_ms_med,solve_ms_p95,solve_ms_max,iters_mean,nonconv
soft,0.04,30.0,bimanual_parallel,0.0903386439771242,0.16162979366816652,19.528779983520508,0.0,0.03900151699781418,0.16162477433681488,4.159555479418486,7.688191696070134,35.22608504863456,3.669230769230769,0.0
soft,0.04,30.0,bimanual_tight,6.051460785036123,6.051546105235349,19.528818130493164,0.0,4.824588775634766,6.0515851974487305,17.460528993979096,24.68162278237287,35.362309019546956,17.709230769230768,0.0
soft,0.04,30.0,bimanual_handoff,0.2924571782003166,0.7260774643891756,19.531679153442383,0.0,0.11652646213769913,0.7259947657585144,4.201733972877264,42.436394374817596,68.7484199879691,12.365714285714287,0.0019047619047619048
soft,0.04,30.0,arms_converge,27.03137410244777,30.43815160354395,-13.382823944091797,0.06727272727272728,18.617603302001953,30.438112258911133,46.371728501981124,73.70001458912155,104.76914304308593,64.62181818181818,0.17272727272727273
soft,0.04,30.0,self_fold,42.07925995903619,42.680999330606994,16.608524322509766,0.0,0.8953648209571838,2.1950368881225586,4.342789005022496,67.61298146448098,75.44268202036619,26.468333333333334,0.10333333333333333
soft,0.04,30.0,teleop_grasp,47.08249542015435,51.631181087608184,19.52747344970703,0.0,15.850955963134766,51.659603118896484,4.296744504244998,35.70203337876592,79.11691500339657,12.8,0.0033333333333333335
soft,0.04,100.0,bimanual_parallel,1.067210974658136,1.6201288909646,19.528839111328125,0.0,0.39078661799430847,1.6201131343841553,4.028921510325745,7.823421823559326,63.71263903565705,4.816923076923077,0.0
soft,0.04,100.0,bimanual_tight,9.937279588257114,9.943767180570894,19.528818130493164,0.0,7.933609962463379,9.943732261657715,4.1498770006001,10.116335155907905,77.909259009175,6.727692307692307,0.0015384615384615385
soft,0.04,100.0,bimanual_handoff,1.7587282665016981,2.3976718791821923,19.534725189208984,0.0,0.7061808705329895,2.397700309753418,3.0880600097589195,68.90644363593309,72.75547302560881,20.455238095238094,0.0838095238095238
soft,0.04,100.0,arms_converge,45.95213217611898,53.542431491287786,13.917352676391602,0.0,26.81006622314453,53.54242706298828,58.9439885225147,77.36739491811021,114.7923450334929,63.38909090909091,0.44545454545454544
